OrderID;OrderDate;OrderPriority;OrderQuantity;Sales;ShipMode;ShippingCost;Province;CustomerSegment;ProductCategory;ProductSubCategory;ProductContainer;ShipDate
8195;01.06.2011;Medium;26;87.52;Regular Air;mar.97;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;01.07.2011
43808;01.06.2011;Low;16;108.73;Regular Air;may.22;Ontario;Small Business;Furniture;Office Furnishings;Small Box;1/13/2011
35845;01.06.2011;High;15;5713.48;Delivery Truck;85.63;Quebec;Corporate;Furniture;Tables;Jumbo Box;01.08.2011
8195;01.06.2011;Medium;5;51.3;Express Air;noy.15;Quebec;Consumer;Office Supplies;Paper;Small Box;01.07.2011
8195;01.06.2011;Medium;1;avq.48;Regular Air;mar.63;Quebec;Consumer;Furniture;Office Furnishings;Wrap Bag;01.08.2011
47303;12.05.2011;Medium;47;1413.82;Regular Air;noy.63;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;12.06.2011
47303;12.05.2011;Medium;45;308.92;Express Air;iyl.37;Ontario;Corporate;Office Supplies;Paper;Small Box;12.07.2011
38531;12.05.2011;Low;26;118.43;Express Air;fev.26;New Brunswick;Home Office;Office Supplies;Paper;Wrap Bag;12.12.2011
48641;12.05.2011;High;13;66.83;Regular Air;0.8;British Columbia;Small Business;Office Supplies;Paper;Wrap Bag;12.06.2011
47303;12.05.2011;Medium;7;56.9;Regular Air;yan.39;Ontario;Corporate;Office Supplies;Envelopes;Small Box;12.06.2011
52321;11.05.2011;High;48;617.26;Regular Air;iyn.13;Northwest Territories;Small Business;Office Supplies;Storage & Organization;Small Box;11.07.2011
52321;11.05.2011;High;45;13,104,992;Delivery Truck;60;Northwest Territories;Small Business;Furniture;Tables;Jumbo Drum;11.05.2011
58690;11.05.2011;High;14;3023.73;Delivery Truck;69.64;Ontario;Small Business;Furniture;Tables;Jumbo Box;11.06.2011
51009;11.05.2011;Not Specified;10;48;Regular Air;iyn.92;Manitoba;Corporate;Furniture;Office Furnishings;Small Box;11.07.2011
31399;11.05.2011;Not Specified;9;3,372,035;Regular Air;apr.99;Alberta;Consumer;Technology;Telephones and Communication;Small Box;11.06.2011
32036;10.05.2011;Medium;25;362.52;Regular Air;iyl.51;Ontario;Corporate;Office Supplies;Storage & Organization;Small Box;10.06.2011
13156;10.05.2011;Low;12;502.01;Regular Air;09.fev;Quebec;Corporate;Furniture;Office Furnishings;Wrap Bag;10.10.2011
1988;10.05.2011;Not Specified;9;122.14;Regular Air;apr.51;Quebec;Corporate;Office Supplies;Storage & Organization;Small Box;10.07.2011
32036;10.05.2011;Medium;6;338.89;Regular Air;okt.75;Ontario;Corporate;Office Supplies;Paper;Small Box;10.07.2011
43363;09.05.2011;Critical;35;12908.4;Delivery Truck;59;Saskachewan;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;09.07.2011
19138;09.05.2011;Low;30;387;Express Air;iyn.13;Northwest Territories;Home Office;Office Supplies;Storage & Organization;Small Box;09.10.2011
58179;09.05.2011;Medium;3;39.49;Regular Air;may.72;British Columbia;Small Business;Office Supplies;Envelopes;Small Box;09.06.2011
27684;09.05.2011;Low;1;13.apr;Regular Air;fev.89;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;09.07.2011
35782;08.05.2011;Low;42;6427.18;Regular Air;19.99;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;08.12.2011
38787;08.05.2011;Low;22;79.04;Regular Air;5;Alberta;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;08.05.2011
35782;08.05.2011;Low;13;1330.73;Delivery Truck;41.64;Manitoba;Corporate;Furniture;Tables;Jumbo Box;08.10.2011
15714;07.05.2011;High;50;2510.71;Express Air;19.99;Saskachewan;Home Office;Office Supplies;Appliances;Small Box;07.07.2011
36482;07.05.2011;Medium;47;14588.28;Delivery Truck;91.05;Alberta;Small Business;Office Supplies;Appliances;Jumbo Drum;07.06.2011
19363;07.05.2011;High;44;286.06;Regular Air;may.66;Saskachewan;Home Office;Office Supplies;Paper;Small Box;07.06.2011
19363;07.05.2011;High;41;248.1;Regular Air;0.96;Saskachewan;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;07.07.2011
36482;07.05.2011;Medium;27;2675.08;Express Air;24.49;Alberta;Small Business;Furniture;Office Furnishings;Large Box;07.07.2011
36482;07.05.2011;Medium;7;55.68;Express Air;may.15;Alberta;Small Business;Office Supplies;Paper;Small Box;07.06.2011
23235;07.05.2011;High;6;17.43;Regular Air;0.5;Yukon;Home Office;Furniture;Tables;Jumbo Box;07.07.2011
7367;06.05.2011;Low;48;269.93;Express Air;0.95;Nova Scotia;Small Business;Office Supplies;Paper;Wrap Bag;06.10.2011
7367;06.05.2011;Low;46;303.62;Regular Air;fev.74;Newfoundland;Small Business;Technology;Computer Peripherals;Small Pack;06.12.2011
38948;06.05.2011;Not Specified;44;6,862,237;Express Air;13.99;British Columbia;Home Office;Technology;Telephones and Communication;Medium Box;06.06.2011
20102;06.05.2011;High;15;333.3;Regular Air;yan.99;Manitoba;Small Business;Technology;Computer Peripherals;Small Pack;06.06.2011
38948;06.05.2011;Not Specified;9;1394.28;Regular Air;07.iyl;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;06.06.2011
49346;05.05.2011;Not Specified;50;276.75;Regular Air;may.57;Saskachewan;Corporate;Office Supplies;Paper;Small Box;05.06.2011
18503;05.05.2011;Not Specified;46;6637.63;Delivery Truck;17.85;Alberta;Consumer;Technology;Office Machines;Jumbo Drum;05.07.2011
18503;05.05.2011;Not Specified;13;9,289,055;Regular Air;fev.79;Alberta;Consumer;Technology;Telephones and Communication;Small Box;05.07.2011
49346;05.05.2011;Not Specified;8;94.35;Regular Air;fev.85;Saskachewan;Corporate;Furniture;Office Furnishings;Small Pack;05.08.2011
23617;05.05.2011;Not Specified;6;247.34;Express Air;fev.99;Yukon;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;05.07.2011
42628;05.05.2011;Not Specified;4;1,199,336;Delivery Truck;60;British Columbia;Consumer;Furniture;Tables;Jumbo Drum;05.07.2011
17287;04.05.2011;High;38;5793.46;Regular Air;13.99;Alberta;Home Office;Technology;Office Machines;Medium Box;04.06.2011
22787;04.05.2011;Medium;35;46.44;Express Air;0.7;Alberta;Corporate;Office Supplies;Rubber Bands;Wrap Bag;04.05.2011
17287;04.05.2011;High;26;43,616,985;Regular Air;04.fev;Alberta;Home Office;Technology;Telephones and Communication;Small Box;04.07.2011
40643;04.05.2011;Critical;23;258.74;Regular Air;may.72;Quebec;Home Office;Office Supplies;Envelopes;Small Box;04.07.2011
37988;04.05.2011;Not Specified;12;189.19;Regular Air;avq.34;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;04.05.2011
17287;04.05.2011;High;11;4558.21;Regular Air;noy.37;Alberta;Home Office;Office Supplies;Storage & Organization;Small Box;04.07.2011
39878;03.05.2011;Not Specified;50;7663.74;Delivery Truck;39.25;Quebec;Corporate;Furniture;Tables;Jumbo Box;03.07.2011
18688;03.05.2011;Not Specified;49;14346.73;Regular Air;19.99;Alberta;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;03.07.2011
20486;03.05.2011;High;42;163.98;Regular Air;0.7;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;03.06.2011
18688;03.05.2011;Not Specified;41;39,516,755;Regular Air;04.fev;Alberta;Home Office;Technology;Telephones and Communication;Small Box;03.06.2011
20486;03.05.2011;High;34;306.3;Regular Air;apr.39;Ontario;Corporate;Office Supplies;Paper;Wrap Bag;03.06.2011
25603;03.05.2011;Low;23;862.64;Regular Air;14.72;Alberta;Corporate;Office Supplies;Envelopes;Small Box;03.07.2011
18688;03.05.2011;Not Specified;15;40.34;Regular Air;0.5;Alberta;Home Office;Office Supplies;Labels;Small Box;03.07.2011
29767;02.05.2011;High;48;4153.06;Regular Air;0.99;British Columbia;Home Office;Office Supplies;Appliances;Small Box;02.06.2011
41926;02.05.2011;High;43;1562.69;Regular Air;avq.22;Ontario;Small Business;Office Supplies;Storage & Organization;Small Box;02.05.2011
29028;02.05.2011;Critical;43;17131.36;Delivery Truck;14.iyl;Manitoba;Corporate;Technology;Office Machines;Jumbo Drum;02.07.2011
32007;02.05.2011;Low;41;17448.75;Delivery Truck;75.23;Alberta;Consumer;Furniture;Tables;Jumbo Box;02.09.2011
11719;02.05.2011;Not Specified;30;616.01;Regular Air;avq.99;Manitoba;Home Office;Office Supplies;Pens & Art Supplies;Small Pack;02.05.2011
41926;02.05.2011;High;17;112.57;Regular Air;may.14;Ontario;Small Business;Office Supplies;Paper;Small Box;02.06.2011
11719;02.05.2011;Not Specified;17;4,386,085;Regular Air;avq.59;Manitoba;Home Office;Technology;Telephones and Communication;Medium Box;02.05.2011
14503;02.05.2011;Not Specified;14;438.47;Express Air;fev.99;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;02.06.2011
21155;02.05.2011;High;4;81.78;Regular Air;may.97;New Brunswick;Consumer;Office Supplies;Paper;Small Box;02.06.2011
11719;02.05.2011;Not Specified;3;1566.8;Delivery Truck;69.3;Manitoba;Home Office;Technology;Office Machines;Jumbo Drum;02.06.2011
25028;01.05.2011;Critical;14;552.08;Express Air;05.avq;Alberta;Home Office;Office Supplies;Paper;Wrap Bag;01.07.2011
25028;01.05.2011;Critical;5;477.39;Delivery Truck;55.81;Alberta;Home Office;Furniture;Bookcases;Jumbo Box;01.06.2011
17376;12.04.2011;High;44;1127.81;Regular Air;yan.99;Prince Edward Island;Corporate;Technology;Computer Peripherals;Small Pack;12.06.2011
41664;12.04.2011;Critical;40;1038.19;Regular Air;04.avq;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;12.06.2011
28963;12.04.2011;Not Specified;37;60,721,875;Regular Air;02.may;Saskachewan;Home Office;Technology;Telephones and Communication;Small Box;12.06.2011
54401;12.04.2011;High;34;670.02;Regular Air;yan.49;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;12.06.2011
41664;12.04.2011;Critical;5;54.8;Regular Air;yan.99;Ontario;Corporate;Technology;Computer Peripherals;Small Pack;12.04.2011
12871;10.04.2011;Not Specified;46;459.26;Regular Air;apr.68;Saskachewan;Small Business;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;10.06.2011
10979;10.04.2011;Medium;15;486.43;Regular Air;mar.92;Saskachewan;Small Business;Furniture;Office Furnishings;Small Pack;10.06.2011
10979;10.04.2011;Medium;7;144.95;Express Air;may.86;Saskachewan;Small Business;Office Supplies;Paper;Small Box;10.06.2011
55077;10.04.2011;Critical;3;1,439,815;Regular Air;02.may;Quebec;Corporate;Technology;Telephones and Communication;Small Pack;10.06.2011
55077;10.04.2011;Critical;2;31.iyl;Regular Air;yan.99;Quebec;Corporate;Technology;Computer Peripherals;Small Pack;10.06.2011
13889;09.04.2011;Medium;49;12979.1;Delivery Truck;54.31;British Columbia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;09.05.2011
17573;09.04.2011;Low;47;21555.6;Delivery Truck;49;Alberta;Small Business;Technology;Copiers and Fax;Jumbo Drum;09.06.2011
9955;09.04.2011;Critical;37;2,912,015;Regular Air;04.sen;Alberta;Corporate;Technology;Telephones and Communication;Small Box;09.06.2011
51969;09.04.2011;High;33;1,756,695;Regular Air;08.avq;British Columbia;Consumer;Technology;Telephones and Communication;Small Box;09.07.2011
17573;09.04.2011;Low;23;220.97;Regular Air;iyl.29;Ontario;Small Business;Furniture;Office Furnishings;Small Pack;09.08.2011
53895;09.04.2011;Not Specified;21;7922.69;Regular Air;19.99;Saskachewan;Small Business;Office Supplies;Storage & Organization;Small Box;09.06.2011
9863;09.04.2011;Critical;18;33.96;Regular Air;0.7;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;09.06.2011
51969;09.04.2011;High;16;196.98;Regular Air;iyn.47;British Columbia;Consumer;Office Supplies;Paper;Small Box;09.04.2011
6788;08.04.2011;Not Specified;41;127.84;Express Air;0.96;Yukon;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;08.06.2011
14113;08.04.2011;High;22;8218.16;Delivery Truck;85.63;Quebec;Home Office;Furniture;Tables;Jumbo Box;08.06.2011
14401;08.04.2011;Not Specified;10;9,311,495;Regular Air;02.may;Quebec;Small Business;Technology;Telephones and Communication;Small Box;08.06.2011
6788;08.04.2011;Not Specified;6;noy.15;Regular Air;0.75;Yukon;Small Business;Office Supplies;Rubber Bands;Wrap Bag;08.05.2011
26145;07.04.2011;Low;49;510.15;Regular Air;dek.52;Ontario;Corporate;Furniture;Office Furnishings;Small Box;07.04.2011
805;07.04.2011;Not Specified;39;197.56;Regular Air;may.71;Saskachewan;Small Business;Furniture;Office Furnishings;Medium Box;07.06.2011
57447;07.04.2011;Not Specified;39;315.88;Regular Air;mar.62;Ontario;Corporate;Technology;Computer Peripherals;Small Pack;07.04.2011
26145;07.04.2011;Low;27;735.09;Regular Air;iyl.87;Ontario;Corporate;Furniture;Office Furnishings;Small Box;07.06.2011
17382;07.04.2011;Not Specified;20;21,628,165;Regular Air;avq.99;British Columbia;Home Office;Technology;Telephones and Communication;Small Box;07.05.2011
26145;07.04.2011;Low;18;99.36;Regular Air;may.68;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.08.2011
57447;07.04.2011;Not Specified;8;258.11;Regular Air;06.may;Ontario;Corporate;Technology;Computer Peripherals;Small Box;07.07.2011
11495;07.04.2011;High;6;965.69;Delivery Truck;43.75;Northwest Territories;Corporate;Furniture;Tables;Jumbo Box;07.05.2011
27264;06.04.2011;Low;3;74.05;Regular Air;noy.17;Northwest Territories;Small Business;Furniture;Office Furnishings;Large Box;06.06.2011
21414;05.04.2011;Critical;46;3644.6;Regular Air;35;Ontario;Consumer;Office Supplies;Storage & Organization;Large Box;05.06.2011
21414;05.04.2011;Critical;43;103.6;Express Air;yan.92;Ontario;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;05.04.2011
19649;05.04.2011;High;36;1095.11;Delivery Truck;45.51;Saskachewan;Consumer;Furniture;Tables;Jumbo Box;05.05.2011
21414;05.04.2011;Critical;34;117.91;Regular Air;01.sen;Ontario;Consumer;Office Supplies;Paper;Wrap Bag;05.06.2011
21414;05.04.2011;Critical;33;3,491,613;Regular Air;may.63;Ontario;Consumer;Technology;Telephones and Communication;Small Box;05.05.2011
19649;05.04.2011;High;25;375.74;Express Air;iyn.75;Saskachewan;Consumer;Office Supplies;Appliances;Medium Box;05.06.2011
37314;05.04.2011;Medium;21;210.86;Regular Air;06.fev;Ontario;Home Office;Furniture;Office Furnishings;Medium Box;05.05.2011
25955;05.04.2011;Not Specified;10;170.35;Regular Air;avq.34;Quebec;Corporate;Office Supplies;Storage & Organization;Small Box;05.06.2011
39745;05.04.2011;Not Specified;8;955.29;Delivery Truck;56.14;British Columbia;Corporate;Technology;Office Machines;Jumbo Drum;05.05.2011
38212;04.04.2011;Medium;46;3533.97;Regular Air;35;British Columbia;Home Office;Office Supplies;Storage & Organization;Large Box;04.06.2011
38212;04.04.2011;Medium;38;38,214,045;Regular Air;02.may;British Columbia;Home Office;Technology;Telephones and Communication;Small Box;04.06.2011
38212;04.04.2011;Medium;24;123.75;Express Air;0.49;British Columbia;Home Office;Office Supplies;Labels;Small Box;04.05.2011
35555;03.04.2011;Medium;50;11266.4;Delivery Truck;43.32;Ontario;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;03.05.2011
53955;03.04.2011;Critical;43;5544.99;Delivery Truck;130;Manitoba;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;03.06.2011
450;03.04.2011;Not Specified;35;543.72;Regular Air;noy.25;British Columbia;Consumer;Office Supplies;Storage & Organization;Small Box;03.06.2011
27811;03.04.2011;Not Specified;31;197.59;Regular Air;may.48;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;03.06.2011
450;03.04.2011;Not Specified;29;1000.78;Express Air;avq.99;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;03.05.2011
23968;03.04.2011;Critical;19;127.48;Regular Air;may.84;Quebec;Corporate;Office Supplies;Paper;Small Box;03.07.2011
35555;03.04.2011;Medium;15;71.61;Regular Air;apr.93;Ontario;Corporate;Technology;Computer Peripherals;Small Pack;03.06.2011
27811;03.04.2011;Not Specified;4;73.9;Regular Air;13.18;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;03.05.2011
35555;03.04.2011;Medium;2;okt.43;Regular Air;0.8;Ontario;Corporate;Office Supplies;Paper;Wrap Bag;03.04.2011
34978;02.04.2011;High;49;165.51;Regular Air;iyn.83;Prince Edward Island;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;02.06.2011
50949;02.04.2011;Medium;46;48,040,385;Regular Air;08.avq;Ontario;Corporate;Technology;Telephones and Communication;Small Box;02.06.2011
50949;02.04.2011;Medium;32;73.55;Express Air;0.78;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;02.05.2011
32484;02.04.2011;Not Specified;9;2502.67;Delivery Truck;64.73;Saskachewan;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;02.05.2011
33473;01.04.2011;Low;50;600.22;Regular Air;mar.14;Saskachewan;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;01.04.2011
52486;01.04.2011;Not Specified;41;11883.2;Regular Air;iyl.18;Quebec;Home Office;Technology;Computer Peripherals;Small Box;01.05.2011
6560;01.04.2011;Low;37;8,252,392;Delivery Truck;35.67;Saskachewan;Corporate;Furniture;Tables;Jumbo Box;01.09.2011
44198;01.04.2011;Critical;35;6,259,485;Express Air;03.mar;British Columbia;Home Office;Technology;Telephones and Communication;Small Pack;01.04.2011
802;01.04.2011;Critical;33;378.6;Regular Air;may.63;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;01.06.2011
58054;01.04.2011;High;26;61.4;Regular Air;may.33;Ontario;Consumer;Furniture;Office Furnishings;Small Box;01.04.2011
6560;01.04.2011;Low;20;169.18;Regular Air;03.may;Saskachewan;Corporate;Office Supplies;Appliances;Small Box;01.08.2011
54528;01.04.2011;Medium;17;207.19;Regular Air;avq.99;Northwest Territories;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;01.06.2011
54528;01.04.2011;Medium;15;92.03;Regular Air;0.91;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;01.05.2011
54528;01.04.2011;Medium;8;88;Regular Air;fev.89;Northwest Territories;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;01.06.2011
802;01.04.2011;Critical;2;38.5;Regular Air;09.apr;Ontario;Corporate;Technology;Office Machines;Small Box;01.04.2011
56868;12.03.2011;Low;34;19,474,265;Regular Air;may.92;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;12.10.2011
58755;12.03.2011;Low;18;47.11;Regular Air;07.sen;Saskachewan;Home Office;Office Supplies;Paper;Wrap Bag;12.12.2011
774;12.03.2011;Critical;17;126.57;Regular Air;49;Alberta;Small Business;Office Supplies;Appliances;Large Box;12.05.2011
29255;12.03.2011;Low;11;617,219;Express Air;avq.99;Ontario;Consumer;Technology;Telephones and Communication;Small Box;12.07.2011
58755;12.03.2011;Low;7;15.61;Regular Air;yan.49;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;12.05.2011
54116;11.03.2011;Critical;22;3329.27;Delivery Truck;16.yan;Alberta;Small Business;Furniture;Tables;Jumbo Box;11.04.2011
53056;11.03.2011;Critical;13;509.49;Regular Air;avq.97;British Columbia;Corporate;Technology;Office Machines;Small Box;11.04.2011
33254;11.03.2011;Not Specified;11;466.35;Regular Air;09.fev;Manitoba;Home Office;Furniture;Office Furnishings;Wrap Bag;11.05.2011
28737;10.03.2011;Critical;50;413.37;Regular Air;iyl.77;Yukon;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;10.05.2011
42657;10.03.2011;Low;48;945.54;Regular Air;may.97;Ontario;Consumer;Office Supplies;Paper;Small Box;10.05.2011
22211;10.03.2011;Not Specified;47;14493.84;Delivery Truck;85.63;Saskachewan;Consumer;Furniture;Tables;Jumbo Box;10.04.2011
46916;10.03.2011;High;40;2108.21;Regular Air;19.99;New Brunswick;Home Office;Furniture;Office Furnishings;Small Box;10.05.2011
46916;10.03.2011;High;40;115.51;Regular Air;0.97;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;10.05.2011
46916;10.03.2011;High;40;103.79;Regular Air;0.5;New Brunswick;Home Office;Office Supplies;Labels;Small Box;10.05.2011
51971;10.03.2011;Not Specified;39;1326.04;Regular Air;35;Northwest Territories;Home Office;Office Supplies;Storage & Organization;Large Box;10.05.2011
22211;10.03.2011;Not Specified;30;943.44;Regular Air;19.99;Saskachewan;Consumer;Office Supplies;Paper;Small Box;10.05.2011
51971;10.03.2011;Not Specified;22;3881.89;Regular Air;69;Northwest Territories;Home Office;Furniture;Tables;Large Box;10.05.2011
29351;10.03.2011;Medium;17;5122.61;Regular Air;19.99;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;10.05.2011
28737;10.03.2011;Critical;17;1,721,641;Regular Air;apr.23;Yukon;Home Office;Technology;Telephones and Communication;Small Box;10.05.2011
47010;10.03.2011;Critical;11;1479.14;Delivery Truck;30;Saskachewan;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;10.03.2011
41152;09.03.2011;High;49;3702.92;Regular Air;19.95;British Columbia;Corporate;Office Supplies;Appliances;Large Box;09.04.2011
42274;09.03.2011;High;45;508.49;Express Air;06.fev;Ontario;Home Office;Furniture;Office Furnishings;Wrap Bag;09.05.2011
34660;09.03.2011;Not Specified;36;3832.37;Regular Air;may.81;Saskachewan;Home Office;Furniture;Office Furnishings;Medium Box;09.05.2011
41152;09.03.2011;High;29;53.99;Regular Air;yan.49;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;09.05.2011
42274;09.03.2011;High;23;2296.76;Regular Air;19.99;Ontario;Home Office;Technology;Computer Peripherals;Small Box;09.05.2011
27904;09.03.2011;High;8;4,605,895;Regular Air;avq.99;British Columbia;Consumer;Technology;Telephones and Communication;Small Box;09.04.2011
2309;09.03.2011;Low;7;27.yan;Regular Air;yan.49;Yukon;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;09.05.2011
34660;09.03.2011;Not Specified;4;24.77;Regular Air;may.68;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;09.04.2011
34180;09.03.2011;High;2;27;Express Air;08.sen;Manitoba;Corporate;Office Supplies;Paper;Small Box;09.03.2011
48512;08.03.2011;Not Specified;48;238.79;Regular Air;apr.72;British Columbia;Consumer;Office Supplies;Paper;Small Box;08.04.2011
48512;08.03.2011;Not Specified;47;148.26;Express Air;0.81;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;08.03.2011
51494;08.03.2011;Critical;42;493.56;Regular Air;may.99;Nova Scotia;Consumer;Technology;Office Machines;Medium Box;08.05.2011
56647;08.03.2011;Medium;41;417.53;Regular Air;dek.52;New Brunswick;Home Office;Furniture;Office Furnishings;Small Box;08.04.2011
35684;08.03.2011;Low;10;910.98;Regular Air;13.99;Alberta;Corporate;Technology;Office Machines;Medium Box;08.08.2011
11876;07.03.2011;High;47;5051.89;Regular Air;may.81;Ontario;Home Office;Furniture;Office Furnishings;Medium Box;07.06.2011
29569;07.03.2011;High;46;27720.98;Regular Air;24.49;Alberta;Consumer;Technology;Copiers and Fax;Large Box;07.04.2011
22727;07.03.2011;Not Specified;45;296.82;Regular Air;iyn.65;Saskachewan;Corporate;Office Supplies;Paper;Small Box;07.03.2011
29986;07.03.2011;Critical;40;1477.39;Regular Air;fev.99;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.03.2011
36675;07.03.2011;High;39;113.09;Regular Air;0.81;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;07.06.2011
3393;07.03.2011;High;33;325.92;Regular Air;iyl.29;Nova Scotia;Consumer;Furniture;Office Furnishings;Small Pack;07.03.2011
29569;07.03.2011;High;29;520.13;Regular Air;may.21;Alberta;Consumer;Office Supplies;Paper;Small Box;07.05.2011
3393;07.03.2011;High;7;127.74;Express Air;4;Nova Scotia;Consumer;Technology;Computer Peripherals;Small Box;07.04.2011
52160;07.03.2011;Critical;6;631,499;Regular Air;08.avq;Manitoba;Corporate;Technology;Telephones and Communication;Small Box;07.05.2011
52160;07.03.2011;Critical;5;15.iyn;Express Air;0.78;Manitoba;Corporate;Office Supplies;Rubber Bands;Wrap Bag;07.06.2011
37505;06.03.2011;Low;42;384.41;Regular Air;may.76;British Columbia;Home Office;Technology;Office Machines;Medium Box;06.08.2011
326;06.03.2011;High;34;218.27;Regular Air;apr.92;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;06.04.2011
8006;06.03.2011;Medium;27;197.15;Express Air;05.fev;Ontario;Consumer;Office Supplies;Paper;Small Box;06.05.2011
44579;06.03.2011;Not Specified;19;3896.39;Regular Air;18.iyn;Ontario;Small Business;Furniture;Chairs & Chairmats;Large Box;06.04.2011
50117;06.03.2011;Critical;17;47.44;Regular Air;0.5;Northwest Territories;Small Business;Office Supplies;Labels;Small Box;06.05.2011
326;06.03.2011;High;17;100.95;Regular Air;mar.37;Quebec;Consumer;Office Supplies;Rubber Bands;Wrap Bag;06.04.2011
37505;06.03.2011;Low;9;2007.24;Express Air;noy.79;British Columbia;Home Office;Office Supplies;Appliances;Medium Box;06.05.2011
37505;06.03.2011;Low;1;29.19;Regular Air;dek.39;British Columbia;Home Office;Office Supplies;Envelopes;Small Box;06.05.2011
33925;05.03.2011;Low;47;1488.86;Regular Air;19.99;Alberta;Home Office;Office Supplies;Paper;Small Box;05.07.2011
41539;05.03.2011;High;41;23,037,125;Regular Air;avq.99;British Columbia;Consumer;Technology;Telephones and Communication;Small Box;05.04.2011
5696;05.03.2011;Critical;40;621.12;Regular Air;fev.99;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;05.05.2011
5696;05.03.2011;Critical;31;175.92;Regular Air;mar.85;Manitoba;Consumer;Technology;Computer Peripherals;Small Pack;05.05.2011
44871;05.03.2011;Critical;27;94.46;Regular Air;04.fev;Manitoba;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;05.05.2011
41539;05.03.2011;High;24;41.85;Express Air;yan.29;British Columbia;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;05.05.2011
44960;05.03.2011;Low;22;180.92;Regular Air;iyn.14;Ontario;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;05.03.2011
44960;05.03.2011;Low;17;31.68;Regular Air;yan.99;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;05.07.2011
44960;05.03.2011;Low;16;112.91;Regular Air;08.apr;Ontario;Consumer;Office Supplies;Paper;Small Box;05.05.2011
35584;05.03.2011;Medium;15;150.33;Express Air;sen.45;Ontario;Corporate;Office Supplies;Storage & Organization;Small Box;05.03.2011
5696;05.03.2011;Critical;4;2206.17;Regular Air;19.99;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;05.05.2011
38370;04.03.2011;High;50;169.13;Regular Air;yan.14;Ontario;Corporate;Office Supplies;Paper;Wrap Bag;04.05.2011
45377;04.03.2011;Low;47;91.43;Regular Air;yan.49;British Columbia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;04.05.2011
9922;04.03.2011;Not Specified;26;1075.91;Regular Air;07.dek;Saskachewan;Consumer;Technology;Computer Peripherals;Small Box;04.04.2011
